Date,MMM,AAPL,CAT
2014-10-21,140.93,102.99,95.89
2014-10-22,138.95,104.83,94.57
2014-10-23,145.05,105.22,99.27
2014-10-24,148.59,105.11,99.44
2014-10-27,149.56,106.74,98.54
2014-10-28,151.06,107.34,101.16
2014-10-29,151.01,106.98,100.19
2014-10-30,152.1,108,100.16
2014-10-31,153.77,109.4,101.41
2014-11-03,153.3,108.6,100.22
2014-11-04,155.05,108.86,98.61
2014-11-05,155.69,108.7,99.41
2014-11-06,156.05,109.01,100.91
2014-11-07,156.55,108.83,101.76
2014-11-10,157.66,109.7,102.21
2014-11-11,157.11,111.25,102.53
2014-11-12,157.68,112.82,102.99
2014-11-13,158.35,114.18,101.11
2014-11-14,158.85,113.99,101.34
2014-11-17,158.69,115.47,101.7
2014-11-18,160.15,114.67,102.04
2014-11-19,158.83,116.31,101.3
2014-11-20,159.36,116.47,102.09
2014-11-21,160.16,118.62,106.45
2014-11-24,159.88,117.6,105.96
2014-11-25,158.06,119,106.24
2014-11-26,158.31,118.93,105.79
2014-11-28,160.09,115.07,100.6
2014-12-01,158.16,114.63,99
2014-12-02,160.6,115.93,99.51
2014-12-03,162.26,115.49,100.18
2014-12-04,162.26,115,99.67
2014-12-05,162.27,112.4,98.78
2014-12-08,160.93,114.12,95.25
2014-12-09,160.83,111.95,95.45
2014-12-10,158.24,111.62,93.02
2014-12-11,159.15,109.73,92.69
2014-12-12,157.12,108.22,90.5
2014-12-15,156.85,106.74,89.75
2014-12-16,159.05,109.41,89.34
2014-12-17,160.6,112.65,89.75
2014-12-18,165.3,111.78,91.69
2014-12-19,165.48,112.94,91.71
2014-12-22,167.27,112.54,92.32
2014-12-23,166.87,112.01,93.5
2014-12-24,166.96,113.99,93.72
2014-12-26,166.26,113.91,94.23
2014-12-29,166.71,112.52,93.71
2014-12-30,165.84,110.38,92.59
2014-12-31,164.32,109.33,91.53
2015-01-02,164.06,106.25,91.88
2015-01-05,160.36,106.26,87.03
2015-01-06,158.65,107.75,86.47
2015-01-07,159.8,111.89,87.81
2015-01-08,163.63,112.01,88.71
2015-01-09,161.62,109.25,87.65
2015-01-12,160.74,110.22,86.89
2015-01-13,160.62,109.8,86.37
2015-01-14,159.84,106.82,86.07
2015-01-15,159.66,105.99,84.32
2015-01-16,162,108.72,83.86
2015-01-20,161.94,109.55,83.97
2015-01-21,162.54,112.4,85.37
2015-01-22,165.89,112.98,86.82
2015-01-23,164.02,113.1,85.61
2015-01-26,164.24,109.14,86.03
2015-01-27,163.63,115.31,79.85
2015-01-28,163.94,118.9,80.01
2015-01-29,166.13,117.16,80
2015-01-30,162.3,118.63,79.97
2015-02-02,164.42,118.65,80.84
2015-02-03,165.94,119.56,83.92
2015-02-04,164.81,119.94,81.95
2015-02-05,166.55,118.93,83.57
2015-02-06,166.07,119.72,83.21
2015-02-09,164.84,122.02,84.67
2015-02-10,165.82,124.88,83.9
2015-02-11,164.48,126.46,83.41
2015-02-12,165.91,127.08,83.53
2015-02-13,165.94,127.83,85.13
2015-02-17,166.92,128.72,85.38
2015-02-18,167.4,128.45,84.8
2015-02-19,167.09,129.5,83.3
2015-02-20,168.12,133,84.44
2015-02-23,168.81,132.17,83.49
2015-02-24,169.12,128.79,84.5
2015-02-25,168.89,130.42,85.15
2015-02-26,169.61,128.46,83.8
2015-02-27,168.65,129.09,82.9
2015-03-02,170.5,129.36,83
2015-03-03,168.27,128.54,82.84
2015-03-04,167.16,126.41,81.73
2015-03-05,167.57,126.6,81.51
2015-03-06,164.36,127.14,80.06
2015-03-09,166.37,124.51,80.81
2015-03-10,162.26,122.24,79.91
2015-03-11,161.73,124.45,79.7
2015-03-12,164.47,123.59,80.19
2015-03-13,162.74,124.95,79.23
2015-03-16,166.21,127.04,79.97
2015-03-17,164.23,128.47,78.45
2015-03-18,166.47,127.5,81.33
2015-03-19,165.66,125.9,80.09
2015-03-20,166.49,127.21,81.19
2015-03-23,166.13,126.69,81.09
2015-03-24,166.32,123.38,80.48
2015-03-25,162.7,124.24,79.86
2015-03-26,162.59,123.25,79.88
2015-03-27,163.5,126.37,79.67
2015-03-30,166.05,124.43,81.37
2015-03-31,164.95,124.25,80.03
2015-04-01,162.52,125.32,79.64
2015-04-02,162.8,127.35,80.24
2015-04-06,165.48,126.01,81.49
2015-04-07,166.21,125.6,80.54
2015-04-08,166.27,126.56,80.44
2015-04-09,166.79,127.1,80.68
2015-04-10,167.07,126.85,82.6
2015-04-13,165.84,126.3,82.14
2015-04-14,165.99,126.78,83
2015-04-15,166.44,126.17,85.16
2015-04-16,165.89,124.75,84.34
2015-04-17,161.71,127.6,83.28
2015-04-20,164.51,126.91,84.6
2015-04-21,164,128.62,83.92
2015-04-22,164.67,129.67,84.87
2015-04-23,159.66,130.28,84.79
2015-04-24,158.99,132.65,84.6
2015-04-27,157.98,130.56,85.33
2015-04-28,158.33,128.64,86.2
2015-04-29,156.97,125.15,87.5
2015-04-30,156.39,128.95,86.88
2015-05-01,157.68,128.7,87.37
2015-05-04,159.02,125.8,87.3
2015-05-05,157.91,125.01,87
2015-05-06,157.64,125.26,86.99
2015-05-07,158.61,127.62,86.43
2015-05-08,160.6,126.32,87.31
2015-05-11,159.9,125.86,88.77
2015-05-12,160.07,126.01,88.16
2015-05-13,161.31,128.95,88.44
2015-05-14,163.15,128.77,88.74
2015-05-15,163.3,130.19,88.43
2015-05-18,162.87,130.07,88.29
2015-05-19,163.12,130.06,87.24
2015-05-20,161.9,131.39,87.93
2015-05-21,162.06,132.54,89.33
2015-05-22,160.98,129.62,88.63
2015-05-26,159.59,132.04,87.84
2015-05-27,161.02,131.78,87.92
2015-05-28,160.87,130.28,86.01
2015-05-29,159.08,130.54,85.32
2015-06-01,158.98,129.96,85.53
2015-06-02,159.08,130.12,86.17
2015-06-03,160.16,129.36,86.23
2015-06-04,158.35,128.65,85.47
2015-06-05,157.08,127.8,86.05
2015-06-08,156.59,127.42,86.15
2015-06-09,156.98,128.88,86.73
2015-06-10,159.04,128.59,88.48
2015-06-11,159.86,127.17,88.17
2015-06-12,158.04,126.92,87.85
2015-06-15,155.87,127.6,87.13
2015-06-16,156.49,127.3,86.59
2015-06-17,156.95,127.88,87.25
2015-06-18,159.62,126.6,87.44
2015-06-19,158.95,127.61,87.52
2015-06-22,159.68,127.03,88.27
2015-06-23,159.84,128.11,88.45
2015-06-24,157.54,127.5,88.17
2015-06-25,155.92,126.75,86.72
2015-06-26,157.09,124.53,86.82
2015-06-29,153.95,125.42,85.3
2015-06-30,154.3,126.6,84.82
2015-07-01,155.65,126.44,83.95
2015-07-02,155.38,126,84.38
2015-07-06,155.08,125.69,83.15
2015-07-07,155.43,122.57,83.99
2015-07-08,152.71,120.07,82.27
2015-07-09,153.75,123.28,81.69
2015-07-10,154.95,125.66,82.15
2015-07-13,156.47,125.61,83.64
2015-07-14,156.78,126.82,84.46
2015-07-15,156,128.51,84.16
2015-07-16,157.17,129.62,83.76
2015-07-17,156.69,132.07,83.16
2015-07-20,157.12,130.75,82.25
2015-07-21,155.76,125.22,82.22
2015-07-22,155.41,125.16,79.76
2015-07-23,149.5,124.5,76.88
2015-07-24,149.33,122.77,76.1
2015-07-27,148.71,123.38,75.32
2015-07-28,151.11,122.99,77.78
2015-07-29,151.45,122.37,77.33
2015-07-30,151.57,121.3,78.35
2015-07-31,151.34,118.44,78.63
2015-08-03,150.12,114.64,77.26
2015-08-04,150.4,115.4,76.6
2015-08-05,151.01,115.13,76.88
2015-08-06,149.26,115.52,77.46
2015-08-07,148.89,119.72,77.29
2015-08-10,151.24,113.49,80.16
2015-08-11,148.48,115.24,78.04
2015-08-12,148.52,115.15,78.92
2015-08-13,147.4,115.96,77.76
2015-08-14,148.28,117.16,78.49
2015-08-17,149.24,116.5,78.54
2015-08-18,148.31,115.01,78.82
2015-08-19,145.87,112.65,77.41
2015-08-20,143.35,105.76,76.41
2015-08-21,142.09,103.12,75
2015-08-24,138.58,103.74,72.82
2015-08-25,137.64,109.69,72.06
2015-08-26,142.72,112.92,73.87
2015-08-27,143.9,113.29,75.66
2015-08-28,144.21,112.76,75.95
2015-08-31,142.14,107.72,76.44
2015-09-01,138.5,112.34,74.9
2015-09-02,141.24,110.37,76.1
2015-09-03,141.74,109.27,74.45
2015-09-04,139.84,112.31,73.1
2015-09-08,143.43,110.15,74.3
2015-09-09,140.86,112.57,72.96
2015-09-10,140.78,114.21,72.42
2015-09-11,141.26,115.31,72.63
2015-09-14,140.81,116.28,72.77
2015-09-15,143.6,116.41,74.58
2015-09-16,144.2,113.92,75.64
2015-09-17,142.95,113.45,74.06
2015-09-18,139.62,115.21,71.86
2015-09-21,140.04,113.4,72.16
2015-09-22,138.02,114.32,71.68
2015-09-23,137.66,115,70.2
2015-09-24,137.58,114.71,65.8
2015-09-25,139.56,112.44,64.98
2015-09-28,138.38,109.06,63.79
2015-09-29,141.55,110.3,64.31
2015-09-30,141.77,109.58,65.36
2015-10-01,140.8,110.38,64.39
2015-10-02,143.2,110.78,65.7
2015-10-05,146.32,111.31,69.18
2015-10-06,145.79,110.78,70.82
2015-10-07,147.54,109.5,70.38
2015-10-08,149.48,112.12,71.84
2015-10-09,149.9,111.6,71.3
2015-10-12,150.06,111.79,70.5
2015-10-13,149.11,110.21,70.17
2015-10-14,148.32,111.86,70.71
2015-10-15,149.19,111.04,70.83
2015-10-16,148.7,111.73,69.68
2015-10-19,148,113.77,69.27
2015-10-20,149.11,113.76,70.27
2015-10-21,149.82,115.5,69.67
2015-10-22,156,119.08,70.88
2015-10-23,155.79,115.28,71.75
2015-10-26,156.54,114.55,71.52
2015-10-27,156.73,119.27,70.39
2015-10-28,158.08,120.53,71.97
2015-10-29,157.61,119.5,71.97
2015-10-30,157.21,121.18,72.99
2015-11-02,159.92,122.57,74.34
2015-11-03,158.75,122,74.75
2015-11-04,158.91,120.92,74.55
2015-11-05,158.99,121.06,74.22
2015-11-06,159.26,120.57,73.84
2015-11-09,157.47,116.77,71.89
2015-11-10,157.59,116.11,72.43
2015-11-11,159.05,115.72,71.91
2015-11-12,156.3,112.34,68.66
2015-11-13,155.65,114.18,69.63
2015-11-16,158.21,113.69,70.39
2015-11-17,157.03,117.29,69.39
2015-11-18,157.39,118.78,70.32
2015-11-19,158.38,119.3,70.02
2015-11-20,158.95,117.75,71.14
2015-11-23,158.65,118.88,71.02
2015-11-24,157.75,118.03,71.4
2015-11-25,157.63,117.81,71.49
2015-11-27,157.99,118.3,71.22
2015-11-30,156.58,117.34,72.65
2015-12-01,156.9,116.28,71.56
2015-12-02,155.7,115.2,71.03
2015-12-03,154.38,119.03,69.64
2015-12-04,158.22,118.28,69.98
2015-12-07,157.75,118.23,68.36
2015-12-08,156.79,115.62,66.54
2015-12-09,156.05,116.17,65.91
2015-12-10,157.52,113.18,66.38
2015-12-11,154.83,112.48,65.43
2015-12-14,157.63,110.49,66.12
2015-12-15,148.13,111.34,66.75
2015-12-16,149.95,108.98,67.72
2015-12-17,148.85,106.03,64.9
2015-12-18,146.92,107.33,65.11
2015-12-21,147.48,107.23,65.24
2015-12-22,148.97,108.61,68.41
2015-12-23,151.16,108.03,69.89
2015-12-24,151.19,106.82,69.38
2015-12-28,151.22,108.74,68.58
2015-12-29,152.89,107.32,69.19
2015-12-30,151.91,105.26,68.69
2015-12-31,150.64,105.35,67.96
2016-01-04,146.82,102.71,67.99
2016-01-05,147.46,100.7,67.28
2016-01-06,144.49,96.45,66.22
2016-01-07,140.97,96.96,63.94
2016-01-08,140.49,98.53,63.29
2016-01-11,140.46,99.96,61.47
2016-01-12,140.86,97.39,61.6
2016-01-13,138.72,99.52,60.89
2016-01-14,141.18,97.13,62.27
2016-01-15,138.69,96.66,59.87
2016-01-19,138.39,96.79,59.03
2016-01-20,136.96,96.3,58.81
2016-01-21,137.76,101.42,59.69
2016-01-22,139.52,99.44,60.98
2016-01-25,137.57,99.99,57.91
2016-01-26,144.78,93.42,59.16
2016-01-27,145.55,94.09,58.32
2016-01-28,147.32,97.34,61.08
2016-01-29,151,96.43,62.24
2016-02-01,148.73,94.48,62.7
2016-02-02,147.87,96.35,60.67
2016-02-03,152.52,96.6,63.27
2016-02-04,153.44,94.02,65.96
2016-02-05,153.47,95.01,66.12
2016-02-08,153.9,94.99,64.58
2016-02-09,154.74,94.27,63.93
2016-02-10,152.45,93.7,62.14
2016-02-11,150.67,93.99,61.41
2016-02-12,153.96,96.64,63.15
2016-02-16,155.53,98.12,65.21
2016-02-17,156.62,96.26,67.26
2016-02-18,156.78,96.04,66.12
2016-02-19,156.45,96.88,65.42
2016-02-22,157.7,94.69,67.31
2016-02-23,156.17,96.1,65.78
2016-02-24,157.22,96.76,65.88
2016-02-25,158.99,96.91,66.47
2016-02-26,158.27,96.69,66.87
2016-02-29,156.87,100.53,67.7
2016-03-01,159.59,100.75,69.09
2016-03-02,159.41,101.5,69.38
2016-03-03,159.38,103.01,71.75
2016-03-04,160.07,101.87,72.84
2016-03-07,160.57,101.03,74.77
2016-03-08,160.2,101.12,71.73
2016-03-09,160.09,101.17,71.87
2016-03-10,159.89,102.26,71.36
2016-03-11,161.88,102.52,72.8
2016-03-14,161.81,104.58,72.73
2016-03-15,162.41,105.97,72.44
2016-03-16,162.89,105.8,74.34
2016-03-17,163.75,105.92,75.9
2016-03-18,165.33,105.91,75.47
2016-03-21,164.84,106.72,75.89
2016-03-22,164.91,106.13,75.55
2016-03-23,164.27,105.67,73.68
2016-03-24,164.46,105.19,75.29
2016-03-28,166.28,107.68,75.32
2016-03-29,164.39,109.56,76.01
2016-03-30,166.75,108.99,76.51
2016-03-31,166.63,109.99,76.54
2016-04-01,167.53,111.12,76.79
2016-04-04,166.4,109.81,75.72
2016-04-05,165.81,110.96,75.24
2016-04-06,166.81,108.54,75.22
2016-04-07,167.16,108.66,74.17
2016-04-08,166.63,109.02,74.35
2016-04-11,166.59,110.44,74.63
2016-04-12,168.03,112.04,76.1
2016-04-13,168.59,112.1,79.13
2016-04-14,168.16,109.85,79.05
2016-04-15,168.78,107.48,79.17
2016-04-18,169.55,106.91,79.25
2016-04-19,169.65,107.13,80.39
2016-04-20,168.94,105.97,79.74
2016-04-21,168.66,105.68,78.66
2016-04-22,168.66,105.08,78.32
2016-04-25,168.38,104.35,76.79
2016-04-26,166.18,97.82,77.65
2016-04-27,167.76,94.83,78.68
2016-04-28,167,93.74,77.75
2016-04-29,167.38,93.64,77.72
2016-05-02,168.34,95.18,77.84
2016-05-03,167.97,94.19,76.36
2016-05-04,167.16,93.24,74.24
2016-05-05,167.77,92.72,72.79
2016-05-06,168.89,92.79,73.36
2016-05-09,168.52,93.42,70.78
2016-05-10,170.26,92.51,72.51
2016-05-11,169.77,90.34,72.43
2016-05-12,170.15,90.52,71.7
2016-05-13,168.32,93.88,70.07
2016-05-16,169.55,93.49,70.7
2016-05-17,167.81,94.56,71.05
2016-05-18,166.82,94.2,70.59
2016-05-19,165.11,95.22,69.43
2016-05-20,165.01,96.43,69.87
2016-05-23,166.11,97.9,70.4
2016-05-24,168.63,99.62,71.09
2016-05-25,169.99,100.41,72.57
2016-05-26,168.91,100.35,72.08
2016-05-27,168.89,99.86,71.96
2016-05-31,168.32,98.46,72.51
2016-06-01,168.69,97.72,72.27
2016-06-02,168.04,97.92,73.62
2016-06-03,168.38,98.63,75.04
2016-06-06,170.08,99.03,76.42
2016-06-07,170.91,98.94,76.81
2016-06-08,171.42,99.65,78.11
2016-06-09,170.13,98.83,77.16
2016-06-10,168.56,97.34,76.03
2016-06-13,167.13,97.46,75.23
2016-06-14,167.61,97.14,74.86
2016-06-15,167.8,97.55,75.07
2016-06-16,169.93,95.33,74.99
2016-06-17,168.94,95.1,75.93
2016-06-20,171.23,95.91,76.43
2016-06-21,171.37,95.55,76.49
2016-06-22,171.23,96.1,76.43
2016-06-23,174.11,93.4,78.22
2016-06-24,169.12,92.04,73.03
2016-06-27,167.19,93.59,71.38
2016-06-28,169.59,94.4,72.52
2016-06-29,171.52,95.6,74.23
2016-06-30,175.12,95.89,75.81
2016-07-01,175.54,94.99,76.45
2016-07-05,175.63,95.53,74.38
2016-07-06,175.16,95.94,74.83
2016-07-07,174.87,96.68,75.05
2016-07-08,177.12,96.98,77.37
2016-07-11,178.01,97.42,77.8
2016-07-12,179.16,96.87,79.8
2016-07-13,179.21,98.79,79.69
2016-07-14,180.9,98.78,80.06
2016-07-15,181.4,99.83,80.7
2016-07-18,181.11,99.87,79.82
2016-07-19,181.24,99.96,79.74
2016-07-20,181.42,99.43,79.69
2016-07-21,180.26,98.66,80.01
2016-07-22,180.44,97.34,79.38
2016-07-25,179.63,96.67,78.69
2016-07-26,177.66,102.95,82.75
2016-07-27,178.27,104.34,84.1
2016-07-28,177.98,104.21,82.92
2016-07-29,178.36,106.05,82.76
2016-08-01,178.29,104.48,81.95
2016-08-02,178.36,105.79,81.24
2016-08-03,178.38,105.87,82.03
2016-08-04,177.81,107.48,81.77
2016-08-05,178.57,108.37,82.56
2016-08-08,178.58,108.81,83.44
2016-08-09,178.39,108,82.83
2016-08-10,178.82,107.93,82.65
2016-08-11,181,108.18,83.24
2016-08-12,180.27,109.48,83
2016-08-15,180.56,109.38,84.15
2016-08-16,179.25,109.22,84.29
2016-08-17,179.87,109.08,84.41
2016-08-18,179.18,109.36,83.38
2016-08-19,179.61,108.51,83.84
2016-08-22,179.07,108.85,83.59
2016-08-23,179.77,108.03,84.01
2016-08-24,179.41,107.57,83.15
2016-08-25,179.58,106.94,82.84
2016-08-26,179.41,106.82,82.66
2016-08-29,180.5,106,83.1
2016-08-30,180.15,106.1,82.48
2016-08-31,179.24,106.73,81.95
2016-09-01,179.98,107.73,81.45
2016-09-02,180.81,107.7,81.69
2016-09-06,180.46,108.36,82.08
2016-09-07,179.75,105.52,83.72
2016-09-08,180.1,103.13,83.54
2016-09-09,175.64,105.44,80.79
2016-09-12,178.1,107.95,81.92
2016-09-13,176.07,111.77,80.23
2016-09-14,175.62,115.57,81.02
2016-09-15,176.59,114.92,82.03
2016-09-16,175.06,113.58,82.05
2016-09-19,176.72,113.57,81.88
2016-09-20,177.6,113.55,81.7
2016-09-21,179.59,114.62,83.47
2016-09-22,179.85,112.71,83.5
2016-09-23,177.39,112.88,82.44
2016-09-26,175.95,113.09,82.37
2016-09-27,176.3,113.95,82.88
2016-09-28,177.59,112.18,86.59
2016-09-29,175.37,113.05,87.47
2016-09-30,176.23,112.52,88.77
2016-10-03,175.04,113,88.28
2016-10-04,171.68,113.05,87.51
2016-10-05,172.39,113.89,89.42
2016-10-06,171.64,114.06,89.29
2016-10-07,171.33,116.05,88.47
2016-10-10,171.14,116.3,88.22
2016-10-11,169.68,117.34,87.47
2016-10-12,169.72,116.98,87.58
2016-10-13,170.02,117.63,86.97
2016-10-14,170.33,117.55,87.67
2016-10-17,170.21,117.47,87.29
2016-10-18,169.95,117.12,87.22
2016-10-19,169.91,117.06,88
2016-10-20,169.86,116.6,86.63
2016-10-21,169.5,117.65,86.33
2016-10-24,171.27,118.25,85.99
2016-10-25,166.23,115.59,84.48
2016-10-26,166.51,114.48,84.13
2016-10-27,165.76,113.72,83.01
2016-10-28,165.77,113.54,83.88
2016-10-31,165.3,111.49,83.46
2016-11-01,164.25,111.59,82.24
2016-11-02,165.73,109.83,81.11
2016-11-03,166.83,108.84,81.27
2016-11-04,166.48,110.41,82.31
2016-11-07,169.74,111.06,83.75
2016-11-08,171.03,110.88,84.68
2016-11-09,170.39,107.79,91.2
2016-11-10,174.28,108.43,93.45
2016-11-11,175.08,105.71,93.01
2016-11-14,172.91,107.11,94.17
2016-11-15,174.24,109.99,94.44
2016-11-16,172.01,109.95,93.35
2016-11-17,172.77,110.06,92.78
2016-11-18,172.96,111.73,92.34
2016-11-21,171.52,111.8,92.9
2016-11-22,171.91,111.23,93.62
2016-11-23,172.25,111.79,96.18
2016-11-25,173.49,111.57,95.81
2016-11-28,172.5,111.46,94.9
2016-11-29,172.77,110.52,94.04
2016-11-30,171.74,109.49,95.56
2016-12-01,172.63,109.9,96.24
2016-12-02,172.43,109.11,95.14
2016-12-05,171.62,109.95,94.45
2016-12-06,171.8,111.03,95.22
2016-12-07,176.05,112.12,97.33
2016-12-08,175.88,113.95,96.27
2016-12-09,178.49,113.3,95.53
2016-12-12,179.64,115.19,95.08
2016-12-13,178.83,115.19,96.02
2016-12-14,176.6,115.82,93.74
2016-12-15,176.02,115.97,94.53
2016-12-16,177.45,116.64,92.58
2016-12-19,178.16,116.95,92.71
2016-12-20,178.65,117.06,94.34
2016-12-21,178.43,116.29,93.82
2016-12-22,179.2,116.52,94.12
2016-12-23,178.75,117.26,94.32
2016-12-27,178.92,116.76,94.55
2016-12-28,178.08,116.73,93.15
2016-12-29,178.41,115.82,93.29
2016-12-30,178.57,116.15,92.74
2017-01-03,178.05,116.02,93.99
2017-01-04,178.32,116.61,93.57
2017-01-05,177.71,117.91,93
2017-01-06,178.23,118.99,93.04
2017-01-09,177.27,119.11,92.37
2017-01-10,176.58,119.75,93.83
2017-01-11,177.89,119.25,94.65
2017-01-12,177.44,119.04,93.99
2017-01-13,177.39,120,94.48
2017-01-17,177.26,119.99,93.57
2017-01-18,178.49,119.78,93.33
2017-01-19,178.68,120,93.38
2017-01-20,178.49,120.08,94.58
2017-01-23,178.51,119.97,94.46
2017-01-24,175.97,121.88,96.24
2017-01-25,176.73,121.94,98.15
2017-01-26,176.82,121.95,97.22
2017-01-27,177.48,121.63,98.99
2017-01-30,175.42,121.35,96.79
2017-01-31,174.82,128.75,95.66
2017-02-01,175.17,128.53,95.11
2017-02-02,174.18,129.08,93.77
2017-02-03,175.04,130.29,93.28
2017-02-06,175.1,131.53,92.87
2017-02-07,175.76,132.04,93.31
2017-02-08,177.07,132.42,92.91
2017-02-09,178.18,132.12,93.96
2017-02-10,179,133.29,96.31
2017-02-13,181.02,135.02,98.5
2017-02-14,181.6,135.51,98.09
2017-02-15,181.7,135.34,99.02
2017-02-16,183.41,135.72,98.26
2017-02-17,182.95,136.7,98.85
2017-02-21,183.37,137.11,98.1
2017-02-22,186.04,136.53,98.2
2017-02-23,187.19,136.66,95.55
2017-02-24,187.41,136.93,95.48
2017-02-27,186.91,136.99,97.44
2017-02-28,186.35,139.79,96.66
2017-03-01,189.86,138.96,98.58
2017-03-02,189.89,139.78,94.36
2017-03-03,189.31,139.34,95.12
2017-03-06,188.9,139.52,95.66
2017-03-07,189.09,139,95.93
2017-03-08,189.51,138.68,93.23
2017-03-09,189.9,139.14,91.39
2017-03-10,191.21,139.2,92.31
2017-03-13,191.52,138.99,92.64
2017-03-14,190.33,140.46,91.86
2017-03-15,191.2,140.69,93.36
2017-03-16,190.31,139.99,92.85
2017-03-17,192.36,141.46,92.91
2017-03-20,193.01,139.84,95.4
2017-03-21,192.13,141.42,92.43
2017-03-22,192.22,140.92,92.43
2017-03-23,192.14,140.64,92.23
2017-03-24,191.51,140.88,92.15
2017-03-27,190.43,143.8,91.51
2017-03-28,190.99,144.12,92.95
2017-03-29,190.68,143.93,92.86
2017-03-30,191.28,143.66,93.22
2017-03-31,191.33,143.7,92.76
2017-04-03,190.72,144.77,92.27
2017-04-04,190.19,144.02,94.13
2017-04-05,190.24,143.66,94.24
2017-04-06,189.89,143.34,95.82
2017-04-07,189.99,143.17,95.52
2017-04-10,189.71,141.63,97.14
2017-04-11,190.07,141.8,97.1
2017-04-12,189.7,141.05,94.86
2017-04-13,188.65,141.83,93.1
2017-04-17,190.36,141.2,94.14
2017-04-18,190.22,140.68,94.39
2017-04-19,189.83,142.44,93.47
2017-04-20,191.16,142.27,94.66
2017-04-21,191.5,143.64,94.32
2017-04-24,194.23,144.53,96.81
2017-04-25,195.13,143.68,104.42
2017-04-26,195,143.79,104.66
2017-04-27,196.11,143.65,102.68
2017-04-28,195.83,146.58,102.26
2017-05-01,194.81,147.51,102
2017-05-02,196.53,147.06,101.51
2017-05-03,197.63,146.53,101.54
2017-05-04,199.51,148.96,99.39
2017-05-05,199.4,153.01,99.64
2017-05-08,198.65,153.99,99.37
2017-05-09,197.96,153.26,99.29
2017-05-10,196.64,153.95,100.36
2017-05-11,196.75,156.1,100.99
2017-05-12,196.57,155.7,100.71
2017-05-15,197.63,155.47,102.42
2017-05-16,197.91,150.25,102.34
2017-05-17,194.84,152.54,100.14
2017-05-18,195.24,153.06,100.22
2017-05-19,195.8,153.99,102.43
2017-05-22,198.51,153.8,102.29
2017-05-23,197.73,153.34,103.63
2017-05-24,197.49,153.87,103.95
2017-05-25,199.54,153.61,105.02
2017-05-26,200.67,153.67,105.66
2017-05-30,202.44,152.76,105.47
2017-05-31,204.47,153.18,105.43
2017-06-01,204.35,155.45,105.65
2017-06-02,206.7,153.93,105.95
2017-06-05,206.22,154.45,105.2
2017-06-06,205.41,155.37,104.55
2017-06-07,205.01,154.99,103.51
2017-06-08,205.94,148.98,105.01
2017-06-09,206.93,145.42,105.92
2017-06-12,207.39,146.59,106.07
2017-06-13,209.11,145.16,105.75
2017-06-14,210.01,144.29,104.71
2017-06-15,211.29,142.27,106.4
2017-06-16,213.24,146.34,107.6
2017-06-19,213.36,145.01,107.49
2017-06-20,213.36,145.87,107.04
2017-06-21,212.86,145.63,103.47
2017-06-22,212.22,146.28,103.84
2017-06-23,212.9,145.82,104.11
2017-06-26,212.61,143.73,104.25
2017-06-27,209.78,145.83,103.93
2017-06-28,210.62,143.68,106.45
2017-06-29,207.85,144.02,105.64
2017-06-30,208.19,143.5,107.46
2017-07-03,209.83,144.09,106.97
2017-07-05,209.76,142.73,107.49
2017-07-06,208.02,144.18,106.51
2017-07-07,209.59,145.06,106.92
2017-07-10,210.49,145.53,107.84
2017-07-11,209.66,145.74,108.24
2017-07-12,211.3,147.77,108.96
2017-07-13,211.09,149.04,108.47
2017-07-14,211.77,149.56,108.77
2017-07-17,211.68,150.08,108.84
2017-07-18,211.31,151.02,107.07
2017-07-19,212.1,150.34,107.85
2017-07-20,212.45,150.27,107.32
2017-07-21,211.16,152.09,106.59
2017-07-24,210,152.74,108.18
2017-07-25,199.39,153.46,114.54
2017-07-26,199.03,150.56,113.52
2017-07-27,200.05,149.5,114.37
2017-07-28,199.72,148.73,114.1
2017-07-31,201.17,150.05,113.95
2017-08-01,203.18,157.14,113.1
2017-08-02,205.41,155.57,113.09
2017-08-03,207.62,156.39,113.56
2017-08-04,207.65,158.81,114.35
2017-08-07,207.44,160.08,114.71
2017-08-08,206.43,161.06,114.41
2017-08-09,206.48,155.32,114.34
2017-08-10,206.23,157.48,113.15
2017-08-11,205.98,159.85,112.85
2017-08-14,207.37,161.6,113.71
2017-08-15,207.18,160.95,113.65
2017-08-16,207.92,157.86,114.12
2017-08-17,205.35,157.5,113.14
2017-08-18,203.53,157.21,113.92
2017-08-21,204.55,159.78,113.6
2017-08-22,205.46,159.98,115.82
2017-08-23,202.67,159.27,114.75
2017-08-24,202.12,159.86,114.78
2017-08-25,202.13,161.47,115.35
2017-08-28,202.46,162.91,115.07
2017-08-29,202.92,163.35,116.01
2017-08-30,203.69,164,117.55
2017-08-31,204.32,164.05,117.49
2017-09-01,203.56,162.08,118.28
2017-09-05,200.98,161.91,118.3
2017-09-06,202.05,161.26,116.98
2017-09-07,204.46,158.63,117.77
2017-09-08,205.69,161.5,117.82
2017-09-11,209.56,160.86,118.87
2017-09-12,209.64,159.65,120.94
2017-09-13,209.49,158.28,119.63
2017-09-14,211.43,159.88,120.48
2017-09-15,213.35,158.67,121.37
2017-09-18,213.76,158.73,123.83
2017-09-19,213.56,156.07,124.74
2017-09-20,210.51,153.39,124.85
2017-09-21,210.44,151.89,124.79
2017-09-22,210.76,150.55,124.43
2017-09-25,210.73,153.14,124.32
2017-09-26,211.03,154.23,124.51
